[0.0, 0.4958, -1.2347, 0.0001, -0.0001, -0.002], 737
[0.0, 0.4907, -1.2132, 0.0001, -0.0001, -0.002], 60
[0.0, 0.482, -1.1856, 0.0001, -0.0001, -0.002], 60
[0.0, 0.4696, -1.1856, 0.0001, -0.0001, -0.002], 60
[0.0, 0.4696, -1.1463, 0.0001, -0.0001, -0.002], 60
[0.0, 0.4517, -1.0967, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.4297, -1.0375, 0.0001, -0.0001, -0.002], 60
[0.0, 0.4045, -1.0375, 0.0001, -0.0001, -0.002], 60
[0.0, 0.3784, -0.9731, 0.0001, -0.0001, -0.002], 60
[0.0, 0.3784, -0.9067, 0.0001, -0.0001, -0.002], 60
[0.0, 0.3513, -0.8403, 0.0001, -0.0001, -0.002], 60
[0.0, 0.3242, -0.7719, 0.0001, -0.0001, -0.002], 60
[0.0, 0.2967, -0.7719, 0.0001, -0.0001, -0.002], 60
[0.0, 0.2967, -0.7029, 0.0001, -0.0001, -0.002], 60
[0.0, 0.2697, -0.6355, 0.0001, -0.0001, -0.002], 60
[0.0, 0.2431, -0.567, 0.0001, -0.0001, -0.002], 60
[0.0, 0.2156, -0.567, 0.0001, -0.0001, -0.002], 60
[0.0, 0.2156, -0.4991, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.1876, -0.4322, 0.0001, -0.0016, -0.002], 60
[0.0, 0.1605, -0.3637, 0.0001, -0.0016, -0.002], 60
[0.0, 0.1325, -0.3637, 0.0001, -0.0001, -0.002], 60
[0.0, 0.1325, -0.2958, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.1059, -0.2299, 0.0001, -0.0001, -0.002], 60
[0.0, 0.0812, -0.1696, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.0596, -0.1696, 0.0001, -0.0016, -0.002], 60
[0.0, 0.0596, -0.12, 0.0001, -0.0001, -0.002], 60
[0.0, 0.0427, -0.0812, 0.0001, -0.0016, -0.002], 60
[0.0, 0.0289, -0.0501, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0179, -0.0501, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.0179, -0.0266, 0.0001, -0.0016, -0.002], 60
[0.0, 0.011, -0.0133, 0.0001, -0.0001, -0.0071], 60
[0.0108, 0.0229, -0.0082, 0.0001, -0.0016, -0.0071], 421
[0.0311, 0.0229, -0.0102, 0.0001, -0.0093, -0.002], 60
[0.0636, 0.0367, -0.0128, 0.0001, -0.0323, -0.002], 60
[0.0636, 0.0564, -0.0128, 0.0001, -0.0661, -0.002], 60
[0.1112, 0.0826, -0.0153, 0.0001, -0.0921, -0.002], 60
[0.1726, 0.0826, -0.0189, -0.0014, -0.1382, -0.002], 60
[0.2455, 0.1142, -0.0235, -0.0014, -0.1673, -0.002], 60
[0.3293, 0.1518, -0.0235, -0.0045, -0.2133, -0.002], 60
[0.3293, 0.1935, -0.0281, -0.0091, -0.2486, -0.002], 60
[0.4196, 0.1935, -0.0332, -0.0137, -0.2946, -0.0071], 60
[0.5135, 0.2385, -0.0388, -0.0198, -0.3468, -0.002], 60
[0.5135, 0.2825, -0.0388, -0.026, -0.3974, -0.002], 60
[0.6088, 0.327, -0.0444, -0.0291, -0.4296, -0.0071], 60
[0.7049, 0.327, -0.0496, -0.0337, -0.4787, -0.002], 60
[0.8009, 0.3719, -0.0547, -0.0383, -0.5247, -0.002], 60
[0.8009, 0.4164, -0.0547, -0.0398, -0.5646, -0.002], 60
[0.8948, 0.4577, -0.0608, -0.0429, -0.6122, -0.002], 60
[0.9808, 0.4577, -0.0649, -0.0475, -0.6551, -0.0071], 60
[1.0559, 0.4944, -0.0695, -0.049, -0.6842, -0.002], 60
[1.0559, 0.526, -0.0695, -0.0521, -0.7088, -0.002], 60
[1.1194, 0.5522, -0.073, -0.0551, -0.7318, -0.002], 60
[1.1685, 0.5522, -0.0756, -0.0551, -0.7487, -0.002], 60
[1.2046, 0.571, -0.0771, -0.0567, -0.7594, -0.0071], 60
[1.2046, 0.5843, -0.0771, -0.0567, -0.7625, -0.002], 60
[1.2277, 0.5916, -0.0776, -0.0567, -0.7625, -0.002], 60
[1.2393, 0.5916, -0.0776, -0.0567, -0.7625, -0.002], 60
[1.2386, 0.5866, -0.0766, -0.0643, -0.7732, -0.002], 361
[1.2277, 0.5756, -0.0715, -0.0843, -0.7824, -0.002], 60
[1.2104, 0.5756, -0.0618, -0.1134, -0.7932, -0.002], 60
[1.1851, 0.554, -0.046, -0.1349, -0.8054, -0.0071], 60
[1.1519, 0.5228, -0.024, -0.1855, -0.8315, -0.002], 60
[1.1519, 0.4834, -0.024, -0.2346, -0.8591, -0.0071], 60
[1.11, 0.4362, 0.0036, -0.276, -0.8806, -0.002], 60
[1.0609, 0.4362, 0.0363, -0.3251, -0.9067, -0.0071], 60
[1.0046, 0.3802, 0.0736, -0.3788, -0.942, -0.002], 60
[1.0046, 0.3192, 0.0736, -0.4325, -0.9696, -0.0071], 60
[0.9454, 0.2568, 0.1129, -0.5015, -1.0064, -0.002], 60
[0.8847, 0.2568, 0.1522, -0.546, -1.0263, -0.002], 60
[0.8233, 0.1931, 0.1931, -0.6074, -1.0601, -0.002], 60
[0.8233, 0.128, 0.1931, -0.6595, -1.0892, -0.002], 60
[0.7612, 0.0651, 0.234, -0.7239, -1.126, -0.002], 60
[0.6991, 0.0651, 0.2743, -0.7669, -1.1475, -0.002], 60
[0.637, 0.0005, 0.3147, -0.8298, -1.1874, -0.002], 60
[0.637, -0.0642, 0.3147, -0.8804, -1.2135, -0.002], 60
[0.5749, -0.127, 0.3545, -0.9448, -1.2472, -0.002], 60
[0.5135, -0.127, 0.3949, -0.9909, -1.2718, -0.002], 60
[0.4521, -0.1917, 0.4357, -1.0538, -1.3024, -0.0122], 60
[0.4521, -0.255, 0.4357, -1.0982, -1.3255, -0.002], 60
[0.3914, -0.3178, 0.4766, -1.1596, -1.3669, -0.002], 60
[0.3308, -0.3178, 0.5159, -1.2056, -1.3899, -0.0071], 60
[0.2759, -0.3779, 0.5522, -1.2654, -1.4206, -0.0071], 60
[0.2759, -0.4316, 0.5522, -1.2992, -1.439, -0.002], 60
[0.2268, -0.4779, 0.5849, -1.3391, -1.462, -0.002], 60
[0.1849, -0.4779, 0.612, -1.3667, -1.4789, -0.002], 60
[0.1509, -0.516, 0.6344, -1.3897, -1.4911, -0.002], 60
[0.1509, -0.5453, 0.6344, -1.4004, -1.4973, -0.002], 60
[0.1257, -0.5659, 0.6508, -1.4081, -1.5034, -0.0071], 60
[0.1083, -0.5659, 0.6615, -1.4158, -1.5049, -0.002], 60
[0.0997, -0.5783, 0.6666, -1.4188, -1.5049, -0.002], 60
[0.1047, -0.5568, 0.6646, -1.425, -1.4927, -0.0071], 361
[0.1163, -0.5568, 0.6615, -1.4296, -1.4543, -0.0071], 60
[0.1343, -0.5348, 0.6579, -1.4357, -1.4221, -0.0071], 60
[0.1603, -0.504, 0.6528, -1.4372, -1.373, -0.002], 60
[0.1603, -0.4637, 0.6528, -1.4434, -1.3209, -0.002], 60
[0.1921, -0.4637, 0.6462, -1.4449, -1.2733, -0.002], 60
[0.2297, -0.4164, 0.638, -1.4511, -1.2027, -0.002], 60
[0.2723, -0.36, 0.6299, -1.4587, -1.149, -0.002], 60
[0.2723, -0.2995, 0.6299, -1.4679, -1.0908, -0.002], 60
[0.3178, -0.2995, 0.6196, -1.4741, -1.0187, -0.002], 60
[0.3633, -0.2389, 0.6099, -1.4817, -0.9328, -0.002], 60
[0.4102, -0.1734, 0.6002, -1.4879, -0.8607, -0.002], 60
[0.4102, -0.111, 0.6002, -1.494, -0.8024, -0.0071], 60
[0.4572, -0.111, 0.5905, -1.5017, -0.7226, -0.002], 60
[0.5048, -0.0477, 0.5803, -1.5078, -0.6674, -0.002], 60
[0.5518, 0.0174, 0.5706, -1.517, -0.5891, -0.002], 60
