[0.0, 0.0037, -0.0204, 0.0001, -0.0001, -0.0071], 444
[0.0, 0.0115, -0.0439, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.0216, -0.069, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0316, -0.069, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0316, -0.0945, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0417, -0.1216, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.0532, -0.1481, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.0642, -0.1481, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0752, -0.1757, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0752, -0.2033, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.0853, -0.2289, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.0963, -0.2289, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.1073, -0.2564, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.1073, -0.284, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.1183, -0.3106, 0.0001, -0.0001, -0.0071], 62
[0.0, 0.1293, -0.3106, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.1403, -0.3387, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.1403, -0.3658, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.1509, -0.3933, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.1614, -0.4199, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.1724, -0.4199, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.1724, -0.4475, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.1835, -0.4746, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.1945, -0.5016, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.205, -0.5016, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.205, -0.5287, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.216, -0.5568, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.227, -0.5844, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.2376, -0.5844, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.2486, -0.611, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.2486, -0.6385, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.2596, -0.6651, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.2706, -0.6927, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.2811, -0.6927, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.2811, -0.7198, 0.0001, -0.0016, -0.0071], 60
[0.0, 0.2926, -0.7473, 0.0001, -0.0001, -0.002], 60
[0.0, 0.3032, -0.7473, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.3137, -0.7739, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.3137, -0.8005, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.3247, -0.8275, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.3353, -0.8275, 0.0001, -0.0016, -0.0071], 61
[0.0, 0.3463, -0.8536, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.3463, -0.8807, 0.0001, -0.0001, -0.0071], 62
[0.0, 0.3568, -0.9088, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.3674, -0.9348, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.3788, -0.9348, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.3898, -0.9634, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.3898, -0.9915, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4008, -1.0181, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4118, -1.0452, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.4229, -1.0452, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4229, -1.0727, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4343, -1.1013, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4453, -1.1013, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4559, -1.1289, 0.0001, -0.0001, -0.0071], 61
[0.0, 0.4559, -1.1545, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4664, -1.1805, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.477, -1.2076, 0.0001, -0.0001, -0.0071], 60
[0.0, 0.4861, -1.2296, 0.0001, -0.0001, -0.0071], 121
[0.0, 0.493, -1.2413, 0.0001, -0.0001, -0.0071], 60
[0.013, 0.4774, -1.2147, 0.0001, -0.0016, -0.0071], 664
[0.013, 0.4774, -1.1923, 0.0001, -0.0001, -0.0071], 60
[0.0217, 0.4696, -1.1678, 0.0001, -0.0001, -0.0071], 61
[0.0318, 0.4696, -1.1678, 0.0001, -0.0001, -0.0071], 60
[0.0433, 0.4605, -1.1402, 0.0001, -0.0001, -0.0071], 63
[0.0433, 0.4517, -1.1131, 0.0001, -0.0016, -0.0071], 60
[0.0549, 0.4421, -1.086, 0.0001, -0.0001, -0.0071], 61
[0.0672, 0.4339, -1.086, 0.0001, -0.0001, -0.0071], 61
[0.0794, 0.4251, -1.0584, 0.0001, -0.0001, -0.0071], 60
[0.0903, 0.4251, -1.0319, 0.0001, -0.0001, -0.0071], 60
[0.0903, 0.4155, -1.0048, 0.0001, -0.0001, -0.0071], 60
[0.1018, 0.4063, -1.0048, 0.0001, -0.0001, -0.0071], 61
[0.1148, 0.3976, -0.9772, 0.0001, -0.0016, -0.0071], 61
[0.1264, 0.3885, -0.9501, 0.0001, -0.0016, -0.0071], 60
[0.1264, 0.3885, -0.9226, 0.0001, -0.0016, -0.0071], 60
[0.1394, 0.3797, -0.8955, 0.0001, -0.0016, -0.0071], 60
[0.1509, 0.371, -0.8955, 0.0001, -0.0016, -0.0071], 61
[0.1632, 0.3614, -0.8689, 0.0001, -0.0001, -0.0071], 60
[0.1632, 0.3614, -0.8418, 0.0001, -0.0001, -0.0071], 61
[0.1748, 0.3531, -0.8143, 0.0001, -0.0001, -0.0071], 61
[0.1863, 0.344, -0.8143, 0.0001, -0.0001, -0.0071], 61
[0.2001, 0.3353, -0.7867, 0.0001, 0.0014, -0.0071], 60
[0.2001, 0.3353, -0.7601, 0.0001, 0.0014, -0.0071], 60
[0.2109, 0.3261, -0.7325, 0.0001, 0.0014, -0.0071], 61
[0.2239, 0.3169, -0.7325, 0.0001, 0.0014, -0.0071], 61
[0.2354, 0.3169, -0.7055, 0.0001, 0.0014, -0.0071], 61
[0.2354, 0.3082, -0.6779, 0.0001, -0.0001, -0.0071], 61
[0.2484, 0.299, -0.6503, 0.0001, -0.0001, -0.0071], 61
[0.2614, 0.2908, -0.6503, 0.0001, -0.0001, -0.0071], 60
[0.2723, 0.2811, -0.6237, 0.0001, -0.0001, -0.0071], 62
[0.2845, 0.2811, -0.5966, 0.0001, -0.0001, -0.0071], 61
[0.2845, 0.2724, -0.5696, 0.0001, -0.0001, -0.0071], 60
[0.2975, 0.2633, -0.542, 0.0001, -0.0001, -0.0071], 60
[0.3098, 0.2541, -0.542, 0.0001, -0.0001, -0.0071], 61
[0.3221, 0.2541, -0.5154, 0.0001, -0.0001, -0.0071], 61
[0.3221, 0.2449, -0.4884, 0.0001, -0.0001, -0.0071], 60
[0.3329, 0.2362, -0.4608, 0.0001, -0.0001, -0.0071], 60
[0.3452, 0.2275, -0.4608, 0.0001, -0.0001, -0.0071], 60
[0.3568, 0.2275, -0.4332, 0.0001, -0.0001, -0.0071], 61
[0.3568, 0.2188, -0.4056, 0.0001, -0.0001, -0.0071], 60
[0.3698, 0.2096, -0.3785, 0.0001, -0.0001, -0.0071], 60
[0.3806, 0.2, -0.3785, 0.0001, -0.0001, -0.0071], 60
[0.3929, 0.1917, -0.3514, 0.0001, -0.0001, -0.0071], 60
[0.3929, 0.1917, -0.3244, 0.0001, -0.0001, -0.0071], 60
[0.4052, 0.183, -0.3244, 0.0001, -0.0001, -0.0071], 60
[0.416, 0.1747, -0.2707, 0.0001, -0.0001, -0.0071], 60
[0.429, 0.1651, -0.2707, 0.0001, -0.0001, -0.0071], 61
[0.4413, 0.1651, -0.2432, 0.0001, -0.0001, -0.0071], 60
[0.4413, 0.1564, -0.2166, 0.0001, -0.0001, -0.0071], 60
[0.4521, 0.1477, -0.1885, 0.0001, -0.0001, -0.0071], 60
[0.4651, 0.1477, -0.1885, 0.0001, -0.0001, -0.0071], 60
[0.4774, 0.1293, -0.1609, 0.0001, -0.0001, -0.0071], 60
[0.4774, 0.1293, -0.1338, 0.0001, -0.0001, -0.0071], 62
[0.4897, 0.1206, -0.1073, 0.0001, -0.0001, -0.0071], 60
[0.5005, 0.1119, -0.1073, 0.0001, -0.0001, -0.0071], 60
[0.5135, 0.1119, -0.0807, 0.0001, -0.0001, -0.0071], 60
[0.5135, 0.1032, -0.0526, 0.0001, -0.0001, -0.0071], 61
[0.5258, 0.0936, -0.025, 0.0001, -0.0001, -0.0071], 60
[0.538, 0.0844, -0.025, 0.0001, -0.0001, -0.0071], 60
[0.5489, 0.0757, 0.002, 0.0001, -0.0001, -0.0071], 61
[0.5489, 0.0757, 0.0291, 0.0001, -0.0001, -0.0071], 61
[0.5604, 0.0674, 0.0562, 0.0001, -0.0001, -0.0071], 60
[0.572, 0.0582, 0.0562, 0.0001, -0.0001, -0.0071], 60
[0.585, 0.0486, 0.0838, 0.0001, -0.0001, -0.0071], 61
[0.5965, 0.0394, 0.1108, 0.0001, -0.0001, -0.0071], 60
[0.5965, 0.0394, 0.1379, 0.0001, -0.0001, -0.0071], 60
[0.6074, 0.0303, 0.1645, 0.0001, -0.0001, -0.0071], 60
[0.6197, 0.022, 0.1645, 0.0001, -0.0001, -0.0071], 60
[0.6312, 0.022, 0.1921, 0.0001, -0.0001, -0.0071], 61
[0.6312, 0.0124, 0.2197, 0.0001, -0.0001, -0.0071], 61
[0.6428, 0.0041, 0.2462, 0.0001, -0.0001, -0.0071], 60
[0.655, -0.0055, 0.2462, 0.0001, -0.0001, -0.0071], 61
[0.6673, -0.0055, 0.2738, 0.0001, -0.0001, -0.0071], 60
[0.6673, -0.0142, 0.3009, 0.0001, 0.0014, -0.0071], 61
[0.6782, -0.0229, 0.328, 0.0001, -0.0001, -0.0071], 61
[0.6904, -0.0316, 0.328, 0.0001, -0.0001, -0.0071], 61
[0.7034, -0.0316, 0.3555, 0.0001, -0.0001, -0.0071], 61
[0.7034, -0.0413, 0.3831, 0.0001, -0.0001, -0.0071], 61
[0.7143, -0.05, 0.4102, 0.0001, 0.0014, -0.0071], 60
[0.7258, -0.0587, 0.4102, 0.0001, -0.0001, -0.0071], 60
